transaction_id,device_id,employee_id,checkout_timestamp,return_timestamp,checkout_duration_hours,checkout_date,checkout_month,turnaround_hours
TX003058,DEV0035,EMP0238,2025-08-29 08:56:00,2025-09-12 22:10:45.343161715,349.24592865603194,2025-08-29,2025-08,
TX008902,DEV0035,EMP0075,2025-09-19 10:12:00,2025-09-20 21:28:31.323740196,35.27536770561,2025-09-19,2025-09,
TX007334,DEV0035,EMP0082,2025-10-04 18:18:00,2025-10-11 00:14:03.060355571,149.93418343210305,2025-10-04,2025-10,
TX000351,DEV0035,EMP0354,2025-10-08 12:30:00,2025-10-21 00:56:34.110185034,300.4428083847317,2025-10-08,2025-10,
TX005315,DEV0035,EMP0330,2025-10-25 11:23:00,2025-11-12 18:18:13.358763630,438.9203774343417,2025-10-25,2025-10,106.44052494860166
TX006608,DEV0035,EMP0039,2025-11-22 15:46:00,2025-11-30 09:48:41.613909202,186.04489275255614,2025-11-22,2025-11,237.46295589899165
TX002509,DEV0035,EMP0031,2026-02-26 17:34:00,2026-03-08 10:57:14.081078421,233.3872447440058,2026-02-26,2026-02,2119.755107247444
TX006600,DEV0035,EMP0358,2026-03-08 12:39:00,2026-03-18 05:27:49.426518223,232.8137295883953,2026-03-08,2026-03,1.6960885893275
TX002410,DEV0036,EMP0056,2024-02-27 14:18:00,2024-03-03 02:02:34.232299271,107.74284230535305,2024-02-27,2024-02,
TX008468,DEV0036,EMP0028,2024-03-17 17:09:00,2024-03-23 10:14:58.113949229,137.09947609700805,2024-03-17,2024-03,351.10715769464696
TX000921,DEV0036,EMP0027,2024-03-18 18:57:00,2024-03-26 07:55:19.674437954,180.97213178832055,2024-03-18,2024-03,
TX004651,DEV0036,EMP0075,2024-04-09 09:29:00,2024-04-14 08:05:04.316628255,118.60119906340417,2024-04-09,2024-04,337.56120154501275
TX008227,DEV0036,EMP0050,2024-04-10 08:20:00,2024-04-15 19:43:31.137424497,131.39198261791583,2024-04-10,2024-04,
TX007437,DEV0036,EMP0223,2024-04-26 12:26:00,2024-04-28 09:24:20.981599523,44.97249488875639,2024-04-26,2024-04,256.70801738208417
TX007322,DEV0036,EMP0085,2024-05-16 12:24:00,2024-05-21 10:50:59.130891507,118.44975858097418,2024-05-16,2024-05,434.99417177791025
TX003001,DEV0036,EMP0305,2024-05-17 18:37:00,2024-05-20 08:38:35.722190262,62.026589497295,2024-05-17,2024-05,
TX001712,DEV0036,EMP0235,2024-05-22 15:15:00,2024-05-25 14:40:07.289322219,71.41869147839417,2024-05-22,2024-05,28.400241419025836
TX000586,DEV0036,EMP0224,2024-05-22 18:36:00,2024-05-24 14:13:12.091411795,43.62002539216528,2024-05-22,2024-05,
TX001734,DEV0036,EMP0212,2024-08-05 15:33:00,2024-08-09 15:12:06.416032519,95.65178223125528,2024-08-05,2024-08,1728.881308521606
TX004344,DEV0036,EMP0148,2024-09-04 12:59:00,2024-09-05 22:40:18.063178976,33.688350883048884,2024-09-04,2024-09,621.781551102078
TX002100,DEV0036,EMP0280,2024-10-21 13:31:00,2024-10-27 15:25:05.778338200,145.90160509394443,2024-10-21,2024-10,1094.8449824502845
TX001617,DEV0036,EMP0381,2024-11-24 10:08:00,2024-11-27 17:29:19.751117901,79.35548642163917,2024-11-24,2024-11,666.7150615727222
TX004369,DEV0036,EMP0254,2024-11-27 13:20:00,2024-11-28 09:15:34.208080142,19.926168911150555,2024-11-27,2024-11,
TX007389,DEV0036,EMP0114,2025-03-01 16:54:00,2025-03-09 11:57:52.812126915,187.06467003525415,2025-03-01,2025-03,2239.640497755516
TX004225,DEV0036,EMP0034,2025-03-02 09:44:00,2025-03-06 14:06:02.497770026,100.36736049167388,2025-03-02,2025-03,
TX008447,DEV0036,EMP0152,2025-03-30 14:30:00,2025-04-03 21:27:51.800819676,102.96438911657667,2025-03-30,2025-03,506.53532996474587
TX002277,DEV0036,EMP0328,2025-05-02 10:47:00,2025-05-13 00:45:00.476200733,253.96679894464805,2025-05-02,2025-05,685.3189442167567
TX006287,DEV0036,EMP0288,2025-06-19 09:21:00,2025-06-21 06:31:04.494229652,45.16791506379222,2025-06-19,2025-06,896.5998677220186
TX000618,DEV0036,EMP0260,2025-07-09 14:26:00,2025-07-10 10:08:53.395610260,19.714832113961112,2025-07-09,2025-07,439.91541826954114
TX006937,DEV0036,EMP0177,2025-08-23 14:57:00,2025-08-29 13:52:24.859647525,142.9235721243125,2025-08-23,2025-08,1060.8018345527055
TX004863,DEV0036,EMP0108,2025-10-20 16:52:00,2025-10-21 14:59:56.109959069,22.132252766408055,2025-10-20,2025-10,1250.9930945423544
TX005240,DEV0036,EMP0067,2025-11-06 17:41:00,2025-11-12 22:01:17.294019806,148.33813722772388,2025-11-06,2025-11,386.6844139002586
TX005220,DEV0036,EMP0375,2025-12-23 17:31:00,2025-12-28 16:09:06.696844495,118.63519356791528,2025-12-23,2025-12,979.4951961056094
TX005084,DEV0036,EMP0041,2025-12-26 15:11:00,2025-12-27 00:16:53.976745231,9.098326873675278,2025-12-26,2025-12,
TX002192,DEV0036,EMP0116,2026-02-17 13:29:00,2026-02-20 11:33:18.738622611,70.07187183961418,2026-02-17,2026-02,1221.3314730987513
TX008119,DEV0036,EMP0006,2026-08-09 14:35:00,2026-08-21 08:54:12.284118425,282.3200789217847,2026-08-09,2026-08,4083.0281281603857
TX007134,DEV0036,EMP0220,2026-08-21 12:35:00,2026-09-03 14:52:34.673922255,314.29296497840414,2026-08-21,2026-08,3.679921078215278
TX006696,DEV0037,EMP0170,2024-03-17 18:00:00,2024-03-20 04:41:54.334645215,58.6984262903375,2024-03-17,2024-03,
TX008995,DEV0037,EMP0416,2024-05-11 07:47:00,2024-05-13 05:22:21.245348331,45.589234818980835,2024-05-11,2024-05,1251.0849070429956
TX002505,DEV0037,EMP0285,2024-05-21 16:44:00,2024-05-22 23:18:40.079040414,30.577799733448334,2024-05-21,2024-05,203.36076518101916
TX005270,DEV0037,EMP0236,2024-07-30 13:43:00,2024-07-30 22:09:11.926400924,8.436646222478888,2024-07-30,2024-07,1646.405533599885
TX001541,DEV0037,EMP0144,2024-08-12 15:45:00,2024-08-21 10:40:27.955885996,210.92443219055446,2024-08-12,2024-08,305.5966871108544
TX004666,DEV0037,EMP0229,2024-11-03 12:01:00,2024-11-09 02:29:13.887064330,134.47052418453612,2024-11-03,2024-11,1777.3422344761123
TX006260,DEV0037,EMP0241,2024-11-09 15:01:00,2024-11-16 09:46:23.157710677,162.75643269741028,2024-11-09,2024-11,12.529475815463888
TX007603,DEV0037,EMP0041,2024-12-08 18:01:00,2024-12-23 06:50:30.472524374,348.8251312567706,2024-12-08,2024-12,536.2435673025897
TX004521,DEV0037,EMP0103,2024-12-16 18:20:00,2024-12-23 17:54:36.542061730,167.57681723936946,2024-12-16,2024-12,
TX002762,DEV0037,EMP0257,2024-12-21 11:55:00,2024-12-25 07:13:26.719139717,91.30742198325473,2024-12-21,2024-12,
TX001925,DEV0037,EMP0363,2025-01-18 14:52:00,2025-01-22 00:00:07.851566312,81.13551432397556,2025-01-18,2025-01,583.6425780167452
TX004596,DEV0037,EMP0257,2025-01-22 09:27:00,2025-01-25 15:01:29.696479563,77.5749156887675,2025-01-22,2025-01,9.447819009357778
TX003697,DEV0037,EMP0257,2025-02-16 09:30:00,2025-02-25 05:30:56.499115890,212.01569419885834,2025-02-16,2025-02,522.4750843112325
TX001574,DEV0037,EMP0018,2025-03-26 15:09:00,2025-03-31 14:04:35.985303699,118.92666258436083,2025-03-26,2025-03,705.6343058011417
TX001810,DEV0037,EMP0082,2025-04-27 18:00:00,2025-05-05 13:03:42.929824159,187.06192495115528,2025-04-27,2025-04,651.9233374156391
TX003271,DEV0037,EMP0314,2025-04-28 09:48:00,2025-05-05 08:51:36.161697271,167.06004491590863,2025-04-28,2025-04,
TX004027,DEV0037,EMP0112,2025-05-30 16:27:00,2025-06-07 02:17:03.678546142,177.8343551517061,2025-05-30,2025-05,603.3880750488447
TX005273,DEV0037,EMP0199,2025-06-05 09:16:00,2025-06-14 06:22:09.893721590,213.10274825599723,2025-06-05,2025-06,
TX006258,DEV0037,EMP0217,2025-06-12 15:22:00,2025-06-17 07:08:47.547636421,111.77987434345027,2025-06-12,2025-06,
TX001482,DEV0037,EMP0156,2025-06-28 16:10:00,2025-07-05 16:04:04.672955063,167.90129804307307,2025-06-28,2025-06,273.0201256565497
TX003893,DEV0037,EMP0351,2025-07-03 08:59:00,2025-07-06 23:07:10.000358372,86.13611121065888,2025-07-03,2025-07,
TX004429,DEV0037,EMP0041,2025-08-22 08:30:00,2025-08-26 00:51:44.793033421,88.36244250928361,2025-08-22,2025-08,1113.3805554560079
TX006847,DEV0037,EMP0319,2025-08-23 17:24:00,2025-08-30 19:11:58.031430555,169.79945317515418,2025-08-23,2025-08,
TX001812,DEV0037,EMP0227,2025-09-11 07:12:00,2025-09-17 09:57:35.282269161,146.7598006303225,2025-09-11,2025-09,276.0005468248458
TX007735,DEV0037,EMP0045,2025-10-01 17:14:00,2025-10-05 23:36:57.206969347,102.38255749148529,2025-10-01,2025-10,343.27353270301086
TX006669,DEV0037,EMP0369,2026-02-10 12:01:00,2026-02-17 10:27:50.990742155,166.44749742837638,2026-02-10,2026-02,3060.4007758418475
TX007110,DEV0037,EMP0141,2026-04-02 17:04:00,2026-04-03 21:35:00.174923870,28.516715256630555,2026-04-02,2026-04,1062.6025025716237
TX005376,DEV0037,EMP0142,2026-04-23 16:38:00,2026-05-03 20:47:19.962858347,244.1555452384297,2026-04-23,2026-04,475.0499514100361
TX005681,DEV0037,EMP0083,2026-05-06 13:13:00,2026-05-22 14:35:23.144332064,385.3730956477956,2026-05-06,2026-05,64.42778809490362
TX001804,DEV0037,EMP0210,2026-06-23 08:47:00,2026-07-13 14:07:40.485782500,485.3445793840277,2026-06-23,2026-06,762.1935710188711
TX008242,DEV0037,EMP0023,2026-08-29 09:41:00,2026-08-31 05:35:31.158129532,43.90865503598111,2026-08-29,2026-08,1123.5554206159723
TX002461,DEV0037,EMP0291,2026-08-30 14:55:00,2026-09-06 20:41:54.530625009,173.7818140625025,2026-08-30,2026-08,
TX008905,DEV0038,EMP0022,2024-04-09 15:18:00,2024-04-10 16:56:27.640058725,25.64101112742361,2024-04-09,2024-04,
TX003681,DEV0038,EMP0399,2024-06-18 08:39:00,2024-06-18 14:11:48.821602885,5.546894889690278,2024-06-18,2024-06,1647.7089888725764
TX004731,DEV0038,EMP0293,2024-08-16 07:42:00,2024-08-18 17:59:08.598460303,58.28572179452861,2024-08-16,2024-08,1409.50310511031
TX001479,DEV0038,EMP0032,2024-11-22 16:53:00,2024-11-23 17:21:11.315190032,24.469809775008887,2024-11-22,2024-11,2302.897611538805
TX007814,DEV0038,EMP0066,2025-01-29 18:54:00,2025-02-01 21:16:07.130976004,74.36864749333445,2025-01-29,2025-01,1609.5468568916579
TX008777,DEV0038,EMP0091,2025-07-04 12:06:00,2025-07-05 13:16:32.451956866,25.175681099129445,2025-07-04,2025-07,3662.8313525066656
TX002204,DEV0038,EMP0208,2025-07-28 10:05:00,2025-08-04 10:27:22.275240862,168.37285423357278,2025-07-28,2025-07,548.8076522342038
TX000513,DEV0038,EMP0389,2025-08-04 16:36:00,2025-08-07 23:22:48.763914268,78.78021219840778,2025-08-04,2025-08,6.143812433093889
TX005937,DEV0038,EMP0043,2025-09-29 07:22:00,2025-09-30 12:05:30.345272750,28.72509590909722,2025-09-29,2025-09,1255.9864544682587
TX006275,DEV0038,EMP0122,2025-12-02 18:42:00,2025-12-04 02:31:56.805891007,31.832446080835275,2025-12-02,2025-12,1518.6082374242362
TX006631,DEV0038,EMP0404,2025-12-21 10:42:00,2025-12-23 18:33:51.419201691,55.86428311158083,2025-12-21,2025-12,416.16755391916473
TX001853,DEV0038,EMP0126,2026-03-20 09:08:00,2026-03-23 02:17:08.158564533,65.15226626792582,2026-03-20,2026-03,2078.5690502217526
TX003736,DEV0038,EMP0080,2026-03-25 08:28:00,2026-03-31 14:59:04.870941548,150.51801970598555,2026-03-25,2026-03,54.181067065407504
TX003180,DEV0038,EMP0063,2026-06-16 14:06:00,2026-06-23 13:12:59.161880722,167.11643385575613,2026-06-16,2026-06,1847.1153136273479
TX007456,DEV0038,EMP0139,2026-07-12 12:40:00,2026-07-15 20:57:36.889796351,80.2935804989864,2026-07-12,2026-07,455.45023281091056
TX004284,DEV0038,EMP0370,2026-07-22 12:41:00,2026-07-23 14:18:32.437167755,25.625676991043054,2026-07-22,2026-07,159.7230861676803
TX003460,DEV0039,EMP0024,2024-01-07 11:31:00,2024-01-08 07:46:32.350853924,20.258986348312224,2024-01-07,2024-01,
TX003311,DEV0039,EMP0272,2024-01-13 14:33:00,2024-01-14 03:29:14.132577585,12.937259049329166,2024-01-13,2024-01,126.77434698502111
TX000039,DEV0039,EMP0190,2024-03-27 15:40:00,2024-03-28 18:33:25.250311274,26.890347308687222,2024-03-27,2024-03,1764.1794076173376
TX005370,DEV0039,EMP0006,2024-04-26 09:23:00,2024-05-04 00:46:51.226628115,183.3975629522542,2024-04-26,2024-04,686.8263193579794
TX001513,DEV0039,EMP0303,2024-05-15 11:42:00,2024-05-16 09:01:17.239707797,21.321455474388053,2024-05-15,2024-05,274.9191037144125
TX004205,DEV0039,EMP0378,2024-05-28 07:28:00,2024-05-29 04:10:24.030605548,20.706675168207777,2024-05-28,2024-05,286.44521119227863
TX004810,DEV0039,EMP0407,2024-07-14 16:03:00,2024-07-17 23:23:49.771777154,79.34715882698723,2024-07-14,2024-07,1115.8766581651255
TX006469,DEV0039,EMP0383,2024-07-19 08:47:00,2024-07-22 11:03:49.737508800,74.28048264133334,2024-07-19,2024-07,33.38617450634611
TX000215,DEV0039,EMP0355,2024-07-28 13:16:00,2024-08-03 19:17:19.084799190,150.021967999775,2024-07-28,2024-07,146.202850692
TX005209,DEV0039,EMP0378,2024-10-19 08:15:00,2024-10-22 09:28:29.427840148,73.22484106670777,2024-10-19,2024-10,1836.9613653335582
TX001896,DEV0039,EMP0238,2024-11-05 16:34:00,2024-11-10 01:26:36.931334015,104.87692537055972,2024-11-05,2024-11,343.09182559995884
TX001704,DEV0039,EMP0398,2025-01-13 13:03:00,2025-01-17 09:50:21.302663667,92.7892507399075,2025-01-13,2025-01,1547.6064079627736
TX005081,DEV0039,EMP0190,2025-06-03 16:46:00,2025-06-06 02:09:41.768575364,57.394935715378885,2025-06-03,2025-06,3294.9274159267593
TX005818,DEV0039,EMP0149,2025-11-17 15:43:00,2025-11-20 23:53:37.249335458,80.17701370429388,2025-11-17,2025-11,3949.555064284621
TX001232,DEV0039,EMP0073,2025-11-26 09:28:00,2025-11-29 21:01:19.215160116,83.55533754447666,2025-11-26,2025-11,129.57298629570613
TX004517,DEV0039,EMP0021,2026-02-13 14:55:00,2026-02-15 06:39:25.170586254,39.740325162848336,2026-02-13,2026-02,1817.8946624555235
TX008216,DEV0039,EMP0419,2026-03-19 17:02:00,2026-03-29 12:08:01.946184676,235.10054060685445,2026-03-19,2026-03,778.3763415038184
TX003915,DEV0039,EMP0116,2026-04-13 11:32:00,2026-04-14 08:59:54.967051125,21.4652686253125,2026-04-13,2026-04,359.3994593931456
TX000127,DEV0039,EMP0405,2026-06-08 07:54:00,2026-06-09 10:49:50.868431672,26.930796786575556,2026-06-08,2026-06,1318.9013980413542
TX008824,DEV0040,EMP0345,2024-02-12 12:48:00,2024-02-12 20:17:28.725783632,7.491312717675555,2024-02-12,2024-02,
TX005562,DEV0040,EMP0158,2024-05-17 11:25:00,2024-05-19 14:01:39.430340081,50.61095287224472,2024-05-17,2024-05,2271.1253539489912
TX000406,DEV0040,EMP0347,2024-07-31 13:52:00,2024-08-03 08:57:53.730560624,67.09825848906223,2024-07-31,2024-07,1751.839047127755
TX003265,DEV0040,EMP0016,2024-09-26 18:07:00,2024-09-28 15:39:54.946677068,45.548596299185554,2024-09-26,2024-09,1305.1517415109377
TX008618,DEV0040,EMP0019,2024-10-14 07:21:00,2024-10-15 09:28:00.129305059,26.11670258473861,2024-10-14,2024-10,375.68473703414776
TX004274,DEV0040,EMP0065,2024-12-02 15:51:00,2024-12-04 23:39:08.003684200,55.80222324561111,2024-12-02,2024-12,1158.3832974152613
TX004639,DEV0040,EMP0038,2024-12-04 15:25:00,2024-12-05 05:06:18.242066516,13.688400574032222,2024-12-04,2024-12,
TX005193,DEV0040,EMP0209,2024-12-31 08:02:00,2025-01-01 19:27:00.213539445,35.41672598317917,2024-12-31,2024-12,626.9282660926344
TX003634,DEV0040,EMP0002,2025-05-21 08:11:00,2025-05-21 12:07:40.831392914,3.9446753869205557,2025-05-21,2025-05,3348.7332740168213
TX002452,DEV0040,EMP0365,2025-05-31 18:16:00,2025-06-02 02:47:54.033789981,32.5316760527725,2025-05-31,2025-05,246.13865794641276
TX000153,DEV0040,EMP0037,2025-07-21 14:17:00,2025-07-25 00:10:46.668569314,81.89629682480944,2025-07-21,2025-07,1187.484990613894
TX008358,DEV0040,EMP0354,2025-09-15 15:52:00,2025-09-16 04:54:38.633113641,13.044064753789167,2025-09-15,2025-09,1263.6870365085238
TX003301,DEV0040,EMP0399,2025-12-21 13:43:00,2025-12-21 20:06:51.789076511,6.397719187919722,2025-12-21,2025-12,2312.8059352462105
TX002487,DEV0040,EMP0330,2026-05-22 16:06:00,2026-05-22 19:39:30.122283222,3.5583673008949996,2026-05-22,2026-05,3643.9856141454134
TX004921,DEV0041,EMP0012,2024-01-01 12:36:00,2024-01-17 19:59:01.808533469,391.3838357037414,2024-01-01,2024-01,
TX008103,DEV0041,EMP0063,2024-01-07 15:44:00,2024-01-12 05:38:23.838471448,109.90662179762444,2024-01-07,2024-01,
TX002438,DEV0041,EMP0137,2024-01-20 14:07:00,2024-02-02 05:31:04.444536821,303.4012345935614,2024-01-20,2024-01,66.13283096292527
TX003319,DEV0041,EMP0381,2024-01-26 16:08:00,2024-02-01 09:48:43.949514052,137.67887486501445,2024-01-26,2024-01,
TX001064,DEV0041,EMP0332,2024-03-12 12:23:00,2024-03-22 11:33:32.854337085,239.1757928714125,2024-03-12,2024-03,942.8654320731052
TX004338,DEV0041,EMP0038,2024-03-31 09:19:00,2024-04-03 10:43:05.633495722,73.40156485992279,2024-03-31,2024-03,213.75754046192083
TX004892,DEV0041,EMP0077,2024-04-05 12:37:00,2024-04-14 18:43:14.991332350,222.1041642589861,2024-04-05,2024-04,49.898435140077225
TX005125,DEV0041,EMP0363,2024-04-11 17:24:00,2024-04-13 18:49:43.089458968,49.428635960824444,2024-04-11,2024-04,
TX007355,DEV0041,EMP0224,2024-04-18 17:15:00,2024-04-24 10:21:42.646367943,137.1118462133175,2024-04-18,2024-04,94.52916907434722
TX005005,DEV0041,EMP0274,2024-05-07 14:10:00,2024-05-10 04:36:46.712762877,62.44630910079916,2024-05-07,2024-05,315.8048204533492
TX002067,DEV0041,EMP0393,2024-05-26 09:58:00,2024-06-07 08:44:07.689570589,286.76880265849695,2024-05-26,2024-05,389.3536908992008
TX000526,DEV0041,EMP0295,2024-06-03 07:29:00,2024-06-10 10:01:51.295114390,170.54758197621945,2024-06-03,2024-06,
TX000676,DEV0041,EMP0033,2024-06-10 08:28:00,2024-06-24 18:17:11.917224528,345.81997700681336,2024-06-10,2024-06,
TX008465,DEV0041,EMP0174,2024-06-20 17:51:00,2024-06-26 01:26:30.627534905,127.59184098191805,2024-06-20,2024-06,
TX000626,DEV0041,EMP0310,2024-07-08 13:52:00,2024-07-17 01:21:28.459147035,203.49123865195418,2024-07-08,2024-07,300.4248256847486
TX001779,DEV0041,EMP0003,2024-07-17 18:45:00,2024-07-24 06:00:26.182391786,155.25727288660724,2024-07-17,2024-07,17.392094681379167
TX003673,DEV0041,EMP0277,2024-08-03 09:12:00,2024-08-10 06:59:21.300230109,165.78925006391918,2024-08-03,2024-08,243.19272711339278
TX001817,DEV0041,EMP0369,2024-09-21 14:07:00,2024-09-30 14:55:56.856519796,216.8157934777211,2024-09-21,2024-09,1015.1274166027474
TX008012,DEV0041,EMP0396,2024-09-23 17:10:00,2024-09-27 05:43:28.561418818,84.55793372744945,2024-09-23,2024-09,
TX005078,DEV0041,EMP0359,2024-10-25 12:30:00,2024-11-03 22:42:37.562564633,226.21043404573138,2024-10-25,2024-10,597.5675398556123
TX008828,DEV0041,EMP0376,2024-11-04 13:10:00,2024-11-09 07:26:38.985070774,114.27749585299277,2024-11-04,2024-11,14.456232620935278
TX004623,DEV0041,EMP0202,2024-11-11 09:33:00,2024-11-19 03:13:39.187876829,185.67755218800804,2024-11-11,2024-11,50.105837480340554
TX006069,DEV0041,EMP0304,2024-11-12 13:15:00,2024-11-20 05:09:03.880425492,183.90107789597,2024-11-12,2024-11,
TX002039,DEV0041,EMP0106,2024-11-14 09:26:00,2024-11-16 18:18:10.059610691,56.86946100296972,2024-11-14,2024-11,
TX002481,DEV0041,EMP0386,2024-11-16 10:21:00,2024-11-19 06:10:23.531864081,67.82320329557805,2024-11-16,2024-11,
TX006598,DEV0041,EMP0213,2024-11-23 17:57:00,2024-12-13 15:32:20.473202930,477.5890203341472,2024-11-23,2024-11,84.79892210403
TX001960,DEV0041,EMP0280,2024-12-03 13:14:00,2024-12-15 05:28:50.238359718,280.247288433255,2024-12-03,2024-12,
TX002853,DEV0041,EMP0311,2024-12-19 08:48:00,2024-12-25 14:30:01.866881058,149.70051857807167,2024-12-19,2024-12,99.31937823341167
TX001692,DEV0041,EMP0215,2024-12-21 17:02:00,2024-12-26 04:21:10.336513403,107.31953792038972,2024-12-21,2024-12,
TX004009,DEV0041,EMP0218,2025-01-07 10:29:00,2025-01-16 22:07:16.834517236,227.6380095881211,2025-01-07,2025-01,294.13046207961025
TX002589,DEV0041,EMP0165,2025-01-13 12:08:00,2025-02-10 05:03:25.606362407,664.9237795451131,2025-01-13,2025-01,
TX001237,DEV0041,EMP0224,2025-01-17 16:06:00,2025-01-22 12:03:00.050292706,115.95001397019611,2025-01-17,2025-01,
TX000707,DEV0041,EMP0389,2025-01-25 16:19:00,2025-02-27 10:12:09.739246867,785.8860386796853,2025-01-25,2025-01,
TX004144,DEV0041,EMP0417,2025-02-06 10:53:00,2025-02-16 08:54:00.398086256,238.01677724618222,2025-02-06,2025-02,
TX007128,DEV0041,EMP0402,2025-02-09 09:32:00,2025-02-16 03:32:22.152327352,162.00615342426443,2025-02-09,2025-02,
TX007704,DEV0041,EMP0409,2025-02-18 18:31:00,2025-02-24 05:40:30.264537860,131.15840681607222,2025-02-18,2025-02,
TX000382,DEV0041,EMP0392,2025-03-14 09:22:00,2025-03-23 14:18:59.016699971,220.94972686110307,2025-03-14,2025-03,359.16396132031474
TX005669,DEV0041,EMP0060,2025-03-24 11:06:00,2025-04-02 19:15:34.366447657,224.15954623546028,2025-03-24,2025-03,20.783606472230275
TX008760,DEV0041,EMP0025,2025-04-24 09:40:00,2025-04-30 03:06:38.115053636,137.44392084823224,2025-04-24,2025-04,518.4071204312064
TX007977,DEV0041,EMP0258,2025-07-08 07:52:00,2025-07-24 04:20:35.434678294,380.47650963285946,2025-07-08,2025-07,1660.7560791517678
TX003090,DEV0041,EMP0370,2025-07-31 18:02:00,2025-08-03 23:34:16.915793185,77.53803216477361,2025-07-31,2025-07,181.69015703380722
TX002881,DEV0041,EMP0307,2025-08-12 14:18:00,2025-08-15 11:41:37.387279469,69.39371868874139,2025-08-12,2025-08,206.72863450189305
TX000025,DEV0041,EMP0218,2025-08-13 09:26:00,2025-08-15 21:08:30.308182518,59.708418939588334,2025-08-13,2025-08,
TX001822,DEV0041,EMP0054,2025-08-20 14:52:00,2025-08-28 16:39:12.378854802,193.78677190411167,2025-08-20,2025-08,113.724914393745
TX005886,DEV0041,EMP0330,2025-09-25 16:21:00,2025-10-08 10:41:33.108326068,306.3425300905744,2025-09-25,2025-09,671.6965614292217
TX004438,DEV0041,EMP0106,2025-09-30 17:24:00,2025-10-09 18:20:44.231947257,216.94561998534914,2025-09-30,2025-09,
TX000477,DEV0041,EMP0122,2025-10-30 16:54:00,2025-11-20 10:42:02.636801608,497.8007324448911,2025-10-30,2025-10,502.55438001465086
TX003068,DEV0041,EMP0041,2025-11-06 17:54:00,2025-11-14 10:03:11.282861070,184.153134128075,2025-11-06,2025-11,
TX004292,DEV0041,EMP0235,2025-11-26 14:33:00,2025-12-02 03:53:11.235931104,133.33645442530667,2025-11-26,2025-11,147.8492675551089
TX002333,DEV0041,EMP0381,2025-12-05 09:34:00,2025-12-17 08:51:49.570913431,287.2971030315086,2025-12-05,2025-12,77.68021224136
TX007061,DEV0041,EMP0268,2025-12-09 09:46:00,2025-12-18 09:16:42.859308970,215.51190536360278,2025-12-09,2025-12,
TX004918,DEV0041,EMP0085,2025-12-17 14:14:00,2025-12-30 14:24:39.816374126,312.17772677059054,2025-12-17,2025-12,
TX001816,DEV0041,EMP0151,2025-12-24 13:08:00,2026-01-07 11:15:33.429185509,334.12595255153025,2025-12-24,2025-12,
TX008042,DEV0041,EMP0251,2026-01-18 11:20:00,2026-01-24 22:05:39.246360781,154.76090176688362,2026-01-18,2026-01,264.07404744846974
TX006183,DEV0041,EMP0377,2026-01-18 16:29:00,2026-01-26 20:16:48.040710102,195.79667797502833,2026-01-18,2026-01,
TX008462,DEV0041,EMP0154,2026-02-04 18:38:00,2026-02-07 12:10:09.864629270,65.53607350813056,2026-02-04,2026-02,214.35332202497167
TX006063,DEV0041,EMP0151,2026-02-07 18:10:00,2026-02-12 19:16:22.765299825,121.10632369439583,2026-02-07,2026-02,5.997259825202778
TX000955,DEV0041,EMP0379,2026-02-09 11:33:00,2026-02-16 05:45:36.264746238,162.21007354062166,2026-02-09,2026-02,
TX002884,DEV0041,EMP0172,2026-02-12 18:56:00,2026-02-14 09:53:49.064052734,38.96362890353722,2026-02-12,2026-02,
TX005481,DEV0041,EMP0116,2026-02-21 11:20:00,2026-02-25 02:21:26.140087406,87.02392780205722,2026-02-21,2026-02,125.57325979271167
TX005810,DEV0041,EMP0064,2026-03-06 09:28:00,2026-03-18 22:19:42.431705724,300.8617865849233,2026-03-06,2026-03,223.1094055312761
TX002775,DEV0041,EMP0227,2026-03-06 17:38:00,2026-05-11 13:35:47.918428940,1579.9633106747056,2026-03-06,2026-03,
TX008665,DEV0041,EMP0369,2026-03-07 15:56:00,2026-03-16 04:51:30.027561050,204.92500765584722,2026-03-07,2026-03,
TX008919,DEV0041,EMP0097,2026-03-08 11:00:00,2026-03-10 17:45:42.310306278,54.761752862855,2026-03-08,2026-03,
TX001902,DEV0041,EMP0385,2026-04-05 14:49:00,2026-04-13 19:17:59.796988900,196.4832769413611,2026-04-05,2026-04,
TX002531,DEV0041,EMP0113,2026-04-25 14:34:00,2026-04-26 06:47:47.870941599,16.229964150444168,2026-04-25,2026-04,
TX006555,DEV0041,EMP0037,2026-05-12 14:49:00,2026-05-25 18:20:06.031282371,315.5183420228808,2026-05-12,2026-05,25.220022658627776
TX002469,DEV0041,EMP0368,2026-05-30 12:39:00,2026-06-03 06:45:05.493067355,90.10152585204305,2026-05-30,2026-05,114.3149913104525
TX008881,DEV0041,EMP0035,2026-06-07 18:02:00,2026-06-09 09:21:35.873059750,39.32663140548611,2026-06-07,2026-06,107.28180748129027
TX006059,DEV0041,EMP0267,2026-06-07 18:10:00,2026-06-11 12:54:00.553716087,90.73348714335751,2026-06-07,2026-06,
TX001737,DEV0041,EMP0275,2026-06-16 18:14:00,2026-07-01 15:23:42.740233962,357.1618722872117,2026-06-16,2026-06,125.33317952330916
TX000917,DEV0041,EMP0241,2026-07-17 15:34:00,2026-07-26 21:12:14.442354493,221.63734509847026,2026-07-17,2026-07,384.1714610461217
TX004897,DEV0041,EMP0225,2026-07-21 11:32:00,2026-07-28 09:02:21.822136205,165.5060617045014,2026-07-21,2026-07,
