employee_id,department,job_role,location,checkout_count,total_checkout_hours,avg_checkout_duration_hours,most_frequently_borrowed_device
EMP0345,Marketing,Manager,College Station,18,4579.57267387609,254.42070410422724,DEV0071
EMP0055,Engineering,Manager,College Station,18,4936.997395039731,274.27763305776284,DEV0252
EMP0334,Engineering,Manager,College Station,18,7599.7112134238905,422.20617852354945,DEV0073
EMP0207,Engineering,Analyst,Houston,18,6384.213206549495,354.67851147497197,DEV0182
EMP0318,Engineering,Coordinator,College Station,18,2722.296940127135,151.23871889595193,DEV0005
EMP0332,Research,Engineer,College Station,18,3687.506506557887,204.86147258654927,DEV0164
EMP0142,Marketing,Analyst,Houston,18,4929.718775619037,273.8732653121687,DEV0033
EMP0351,Research,Engineer,College Station,18,3646.2152882194596,202.5675160121922,DEV0015
EMP0166,Research,Researcher,Dallas,18,6098.656123669777,338.8142290927654,DEV0093
EMP0165,Research,Engineer,Houston,18,4038.6876921602343,224.37153845334635,DEV0147
EMP0179,Marketing,Analyst,Houston,18,2959.017110145855,164.3898394525475,DEV0057
EMP0403,Research,Analyst,Austin,18,2954.2158032929246,164.12310018294025,DEV0042
EMP0160,Marketing,Manager,Dallas,18,5336.035075026151,296.44639305700844,DEV0025
EMP0183,Engineering,Manager,Austin,18,3544.2557776328104,196.90309875737836,DEV0003
EMP0373,Operations,Coordinator,Houston,18,3506.334055724725,194.7963364291514,DEV0152
EMP0415,Marketing,Engineer,Austin,18,3348.218678910876,186.012148828382,DEV0067
EMP0151,Operations,Coordinator,Houston,17,2314.397792619155,136.14104662465618,DEV0005
EMP0359,Finance,Manager,Dallas,17,3588.377783490571,211.08104608768065,DEV0020
EMP0400,Operations,Coordinator,Houston,17,3868.6936524246375,227.5702148485081,DEV0173
EMP0209,Marketing,Manager,Houston,17,3941.479896636981,231.85175862570475,DEV0256
EMP0133,Engineering,Engineer,Houston,17,5243.940078509504,308.46706344173555,DEV0003
EMP0361,Engineering,Analyst,College Station,17,4345.996909681088,255.64687704006403,DEV0012
EMP0376,Marketing,Coordinator,College Station,17,2927.4773881634305,172.2045522449077,DEV0041
EMP0366,Marketing,Analyst,Dallas,17,3885.6460868997783,228.56741687645754,DEV0014
EMP0206,HR,Researcher,College Station,17,2821.329770896921,165.96057475864242,DEV0008
EMP0317,Operations,Manager,Austin,17,2555.479741103961,150.3223377119977,DEV0012
EMP0186,HR,Manager,Houston,17,3842.097257615231,226.00572103619004,DEV0223
EMP0281,Operations,Engineer,Houston,17,4406.6905127649925,259.217088986176,DEV0003
EMP0417,Research,Engineer,College Station,17,2781.371903202776,163.61011195310448,DEV0007
EMP0109,Finance,Coordinator,College Station,17,3293.365909137143,193.72740641983194,DEV0012
EMP0265,Engineering,Researcher,Austin,17,3665.1105339611113,215.59473729183009,DEV0073
EMP0014,Finance,Manager,Dallas,17,2490.658824782569,146.50934263426876,DEV0014
EMP0263,Engineering,Coordinator,Austin,17,2897.0671068234315,170.4157121660842,DEV0013
EMP0115,Operations,Analyst,Dallas,16,2814.046204914692,175.87788780716826,DEV0145
EMP0389,Research,Engineer,College Station,16,3408.2563622672023,213.01602264170015,DEV0093
EMP0388,HR,Engineer,Austin,16,2549.806036038678,159.36287725241738,DEV0012
EMP0007,Marketing,Analyst,Dallas,16,4475.7446860178325,279.73404287611453,DEV0043
EMP0021,Engineering,Researcher,Dallas,16,2459.941398582938,153.74633741143361,DEV0001
EMP0342,Marketing,Manager,Houston,16,3192.9926306634693,199.56203941646683,DEV0214
EMP0199,Engineering,Researcher,Austin,16,3741.7739275431904,233.8608704714494,DEV0012
EMP0368,Research,Engineer,College Station,16,5403.427154995126,337.7141971871954,DEV0005
EMP0405,Marketing,Engineer,Austin,16,3042.405721493156,190.15035759332224,DEV0039
EMP0364,Finance,Analyst,Austin,16,3108.7616008803434,194.29760005502146,DEV0077
EMP0354,Research,Coordinator,Houston,16,2957.3187164343194,184.83241977714496,DEV0022
EMP0045,Marketing,Manager,Dallas,16,2485.177218478633,155.32357615491458,DEV0236
EMP0170,HR,Manager,College Station,16,2704.3607549072685,169.02254718170428,DEV0019
EMP0028,Marketing,Coordinator,College Station,16,2017.425229775658,126.08907686097862,DEV0092
EMP0001,Engineering,Researcher,College Station,16,3039.8303951949356,189.98939969968347,DEV0172
EMP0225,HR,Coordinator,Dallas,16,2852.0643127668463,178.2540195479279,DEV0083
EMP0246,HR,Engineer,College Station,16,3925.356398967976,245.3347749354985,DEV0205
EMP0119,Operations,Coordinator,Dallas,16,5003.5239627438905,312.72024767149315,DEV0005
EMP0247,Engineering,Engineer,Houston,16,1973.8076077107303,123.36297548192064,DEV0002
EMP0384,Engineering,Analyst,Houston,16,2732.2722767085916,170.76701729428697,DEV0121
EMP0032,Research,Engineer,College Station,16,2689.966648621492,168.12291553884324,DEV0122
EMP0230,Operations,Coordinator,Houston,16,2716.569877651967,169.78561735324794,DEV0022
EMP0096,Marketing,Researcher,College Station,16,2624.1703482716475,164.01064676697797,DEV0022
EMP0029,Engineering,Engineer,Dallas,15,3184.3523757194916,212.29015838129945,DEV0021
EMP0226,HR,Engineer,Austin,15,2876.4534845899257,191.7635656393284,DEV0144
EMP0130,Engineering,Analyst,College Station,15,2539.602513510091,169.30683423400606,DEV0003
EMP0284,Operations,Manager,Houston,15,2901.2431809088926,193.41621206059284,DEV0175
EMP0111,Finance,Researcher,Dallas,15,2890.858611623649,192.72390744157659,DEV0025
EMP0010,Engineering,Researcher,Dallas,15,2549.021884134244,169.93479227561627,DEV0022
EMP0156,Marketing,Analyst,Dallas,15,4373.949412839354,291.59662752262363,DEV0001
EMP0398,Engineering,Manager,Houston,15,4309.352632494243,287.2901754996162,DEV0004
EMP0100,Operations,Coordinator,Austin,15,3332.928323116223,222.19522154108154,DEV0090
EMP0261,Finance,Researcher,College Station,15,2686.0645250065973,179.07096833377315,DEV0001
EMP0074,Operations,Researcher,Dallas,15,3617.9063354228374,241.19375569485584,DEV0222
EMP0102,Engineering,Engineer,Austin,15,3187.5687412920342,212.5045827528023,DEV0073
EMP0264,Operations,Coordinator,College Station,15,5577.166356457323,371.8110904304882,DEV0093
EMP0082,Research,Researcher,Houston,15,2805.312816781229,187.02085445208192,DEV0113
EMP0353,Marketing,Analyst,Dallas,15,5057.325117250803,337.1550078167202,DEV0217
EMP0322,Engineering,Coordinator,Dallas,15,2162.2186005313006,144.14790670208671,DEV0233
EMP0381,Engineering,Coordinator,Dallas,15,2697.0427981622074,179.80285321081382,DEV0041
EMP0242,Marketing,Manager,Austin,15,3164.5479952568076,210.96986635045383,DEV0002
EMP0083,Finance,Researcher,Houston,15,2134.8750626001074,142.3250041733405,DEV0032
EMP0234,Engineering,Researcher,Austin,15,2684.4856451222295,178.9657096748153,DEV0006
EMP0063,Engineering,Manager,College Station,15,3621.650110856306,241.44334072375375,DEV0024
EMP0341,HR,Manager,Austin,14,2862.9596486474793,204.49711776053422,DEV0050
EMP0020,Research,Manager,College Station,14,2916.695001501155,208.3353572500825,DEV0001
EMP0387,Engineering,Engineer,College Station,14,2675.0745063362515,191.07675045258938,DEV0021
EMP0237,Engineering,Analyst,Houston,14,2615.3766424000096,186.8126173142864,DEV0121
EMP0222,Engineering,Manager,College Station,14,1771.4750609675352,126.53393292625252,DEV0051
EMP0167,Research,Manager,Dallas,14,3020.6906067556492,215.76361476826065,DEV0003
EMP0195,Marketing,Researcher,Austin,14,2939.1310724597834,209.93793374712737,DEV0019
EMP0061,Marketing,Manager,Austin,14,1386.1746284012759,99.012473457234,DEV0003
EMP0233,Research,Coordinator,Austin,14,1859.688748340859,132.83491059577565,DEV0031
EMP0146,Engineering,Coordinator,Austin,14,2083.977128153005,148.85550915378607,DEV0033
EMP0049,Marketing,Analyst,Dallas,14,3275.9735451346173,233.99811036675837,DEV0006
EMP0052,Marketing,Coordinator,Houston,14,5894.571169098492,421.0407977927494,DEV0122
EMP0203,Research,Coordinator,Austin,13,2159.751761688412,166.1347508991086,DEV0033
EMP0292,Engineering,Manager,Austin,13,2474.165502466288,190.32042326663756,DEV0013
EMP0251,Marketing,Manager,Houston,13,3076.6148709736663,236.6626823825897,DEV0022
EMP0349,HR,Engineer,Dallas,13,3308.812591185295,254.52404547579192,DEV0004
EMP0009,Engineering,Engineer,Austin,12,1626.8324608206242,135.56937173505202,DEV0003
EMP0333,Research,Manager,Dallas,12,2624.249261077316,218.68743842310968,DEV0003
EMP0306,Research,Manager,Houston,12,3070.7255077765926,255.89379231471605,DEV0001
EMP0253,Engineering,Coordinator,Houston,12,3516.7099325223858,293.05916104353213,DEV0023
EMP0105,Operations,Engineer,College Station,12,4584.23802877211,382.01983573100915,DEV0011
EMP0204,Operations,Researcher,College Station,12,1815.5950020987161,151.29958350822633,DEV0003
EMP0269,HR,Coordinator,Austin,11,1594.209737828079,144.9281579843708,DEV0058
EMP0409,Research,Engineer,Dallas,11,2501.4587357452056,227.4053396132005,DEV0041
EMP0336,Engineering,Researcher,Dallas,8,1028.9103635956544,128.6137954494568,DEV0017
